repository_name_with_owner;Project;description;repository_url;commit_hash
akarnokd/akarnokd-xml;akarnokd-xml;akarnokd-xml developed by David Karnok;https://github.com/akarnokd/akarnokd-xml;57466a5a9cb455a13d7121557c165287b31ee870
akarnokd/ixjava;ixjava;ixjava developed by David Karnok;https://github.com/akarnokd/ixjava;add721bba550c36541faa450e40a975bb65e78d7
akarnokd/Reactive4JavaFlow;reactive4javaflow;reactive4javaflow developed by David Karnok;https://github.com/akarnokd/reactive4javaflow;e6491c1bf458747779cf208fa46ca884f49058a7
akarnokd/RxJava3-preview;RxJava3-preview;rxjava3-common developed by David Karnok;https://github.com/akarnokd/RxJava3-preview;9ce98981f705ea6274168e651b2faf95e2030baf
akhikhl/gradle-onejar;gradle-onejar;Gradle plugin for onejar generation;https://github.com/akhikhl/gradle-onejar;272bd0674296470556cad16a9c7db057a10f5662
akhikhl/rooty;rooty;Gradle plugin for automating idiomatic part of multi-project gradle configuration;https://github.com/akhikhl/rooty;7e38dac8e827607a21e580f3655a31b16b601837
akka/akka;akka;akka-http-core-experimental;https://github.com/akka/akka;853b5b62a1f5c47fae72a810632fc06462af4fc3
akka/alpakka-kafka;reactive-kafka;reactive-kafka-core;https://github.com/softwaremill/reactive-kafka;cd5a0612ed55ff75b6b49ecef3efc662cd570976
akquinet/javascript-archetypes;javascript-archetypes;This project provides several Maven archetypes for Javascript Development;https://github.com/akquinet/javascript-archetypes;c65ba198f1392ecf6a6b1b0738d132bcbe39ff57
akquinet/maven-latex-plugin;maven-latex-plugin;Automatically create pdf or html documents from LaTeX sources during the Maven site phase.;https://github.com/akquinet/maven-latex-plugin;bba6241eab5b3f2aceb9c7b79a082302709383ac
akquinet/needle;needle;Needle is a lightweight framework for testing Java EE components outside of the container in isolation. It reduces the test setup code by analysing dependencies and automatic injection of mock objects. It will thus maximize the speed of development as well as the execution of unit tests.;https://github.com/akquinet/needle;8b411c521246b8212882485edc01644f9aac7e24
akraxx/gitlab-jira-integration;gitlab-jira-integration;WebService to intercepts hook events from gitlab and use JIRA REST api to interacts with issues.;https://github.com/akraxx/gitlab-jira-integration;7cdaa7053af0cd6a1677d725697256504ac6f46f
akuhtz/nrjavaserial;nrjavaserial;A fork of the RXTX library with a focus on ease of use and embeddability in other libraries.;https://github.com/akuhtz/nrjavaserial;1cba50250b2ef1840b2a9b6890d4810b899d584e
alaisi/nalloc;nalloc;Off-heap memory allocators for Java;https://github.com/alaisi/nalloc;1c3c2a6cf7f26e604a5705d75a4218708ae20e24
alaisi/postgres-async-driver;pg-async-driver;Asynchronous PostgreSQL Java driver;https://github.com/alaisi/pg-async-driver;efd7f1fcf10563fa9c319e698135d3856431093c
AlanKrueger/jrobotx;jrobotx;Library to provide compliance with the Web Robot Exclusion protocol (robots.txt);https://github.com/AlanKrueger/jrobotx;5354050843f9abc8e678e4056bd4ab9ad7303365
AlanKrueger/spring-cmdline;spring-cmdline;This library provides a Spring mechanism for launching a command-line application with options and operands.;https://github.com/AlanKrueger/spring-cmdline;c75b52ad6aec69b5a63e4838849d7964b9847c39
AlBaker/GroovySparql;GroovySparql;Groovy SPARQL provides an easy to use Groovy API for W3C standard SPARQL endpoints;https://github.com/AlBaker/GroovySparql;74b1bd277e0bcadf68a41053275b728f26e67cad
AlbanSeurat/spring-boot-frontend-maven-plugin;spring-boot-frontend-maven-plugin;Allow to create a front-end project with AngularJS / bootstrap and grunt for proper build;https://github.com/AlbanSeurat/spring-boot-frontend-maven-plugin;1d0f3e4265ca96372e6592d980b1ef336dc0381f
Albero/Albero;Albero;A bank decides using various criteria whether a customer wil receive a loan. An insurer uses specific information to determine which insurance product is most suitable for its customer. A municipality makes decisions based on yet other information, to determine whether it will grant permits or if a citizen is entitled to a public transport pass. Decision trees are frequently used in order to make such decisions or recommendations.  Albero is a new generation decision tree solution. It is simple, fast, and flexible. Further, Albero is easily adaptable and can integrate easily into any environment.;https://github.com/Albero/Albero;3a85d65f3a35023180b59d62978553091bb8a783
albfernandez/javadbf;javadbf;JavaDBF is a Java library for reading and writing XBase files.;https://github.com/albfernandez/javadbf;9e4120fdaf7f7664f67c7fb550e551ec033a8e79
Albioncode/Updater;Updater;Semantic versioning compliant update checker that integrates with GitHub releases.;https://github.com/Albioncode/Updater;8222dc8c46574d00a55f0057c05269e5fd384825
AlchemistSimulator/Alchemist;alchemist-swingui;Graphical interface for Alchemist, Java-Swing based;https://github.com/DanySK/alchemist-swingui;60c6a9d11dd1690b861b718ba602ef5c2f9c1382
alebon/caladesi-framework;caladesi-framework;caladesi-framework;https://github.com/alebon/caladesi-framework;04ea5d99ff87ef3ed8998b7efc4eb73bdaed2824
Aleks-Ya/hh-java-api;hh-java-api;Java API for employment site HeadHunter (hh.ru);https://github.com/Aleks-Ya/hh-java-api;c001a9c6f666aa47243812ca070d615fe561b8a3
Aleks-Ya/write-text-files-maven-plugin;write-text-files-maven-plugin;Create text file with content from pom.xml (it's possible use maven properties);https://github.com/Aleks-Ya/write-text-files-maven-plugin;40314cc72d7526d3a8ef60da84781b49bf554adb
alesj/arquillian-transformer;arquillian-transformer;Provides capability to perform bytecode transformation as part of build;https://github.com/alesj/arquillian-transformer;c115f07789741c1b1c0d8bba1d0fb8321dda4724
alexcojocaru/elasticsearch-maven-plugin;elasticsearch-maven-plugin;A Maven plugin to run a single node Elasticsearch cluster during the integration test phase of a build;https://github.com/alexcojocaru/elasticsearch-maven-plugin;79c6286ad5c4626a5666421ca44940bcbfd0e49a
alexec/docker-java-orchestration;docker-java-orchestration;A library for orchestrating Docker containers.;https://github.com/alexec/docker-java-orchestration;ce4817562f9c9aef818887b748b4223596b2f05e
alexec/script-maven-plugin;script-maven-plugin;An API compatible version of the (defunct?) Codehaus plugin (http://mojo.codehaus.org/script-maven-plugin/);https://github.com/alexec/script-maven-plugin;7dac99b2b8529a067ec7d7dd495c86f7ecc541bd
alexheretic/dynamics;dynamics;Java library for handling nested dynamic data;https://github.com/alexheretic/dynamics;aa46ca76247d43f399eb9c2037c9b4c2549b3722
alexholmes/htuple;htuple;A library to simplify compound field partitioning, sorting and grouping in MapReduce.;https://github.com/alexholmes/htuple;5aba63f78a4a9bb505ad3de0a5b0b392724644c4
alexkasko/blob-tool;blob-tool;Library allows to work with BLOBs in streaming mode in different databases using the same API.         Supports transparent compression of BLOB data.;https://github.com/alexkasko/blob-tool;f30281fea4bf635b96c3fd24b193b5fa25faafdd
alexkasko/delta-updater;delta-updater;Utility and library for applying binary patches to file system directories;https://github.com/alexkasko/delta-updater;26583a2acf792d9a23039248274a90f7e6da9331
alexkasko/netty-ftp-receiver;netty-ftp-receiver;"Netty handler, partial implementation of RFC 959 ""File Transfer Protocol (FTP)""         for receiving FTP files. Both active and passive modes are supported.";https://github.com/alexkasko/netty-ftp-receiver;50a4b33a82a6d57f5162806302beeb5bb12c29c9
alexkasko/parallel-queries;parallel-queries;Processes given SQL query in parallel in multiple data sources (assuming that all data source         contain the same data). Combined results from multiple queries are exposed to application as         java.util.Iterator. Worker thread use spring's JdbcTemplate with named parameters support.;https://github.com/alexkasko/parallel-queries;31a22c0b753ee4f704b57ea63cce69e45d20341a
alexkasko/query-string-builder;query-string-builder;Small library for building SQL query strings. Provides API for building         conjunctions, disjunctions, negations and comma-separated lists;https://github.com/alexkasko/query-string-builder;faba2caf4b51ed4e5f9e64e0b11a3ae08b14013b
alexkasko/rest-handlers;rest-handlers;Library for creating REST services;https://github.com/alexkasko/rest-handlers;a9af521c6f0f6fad0c7434c134dc36ec5c4834d7
alexkasko/springjdbc-constructor-mapper;springjdbc-constructor-mapper;Spring's RowMapper implementation for classes having their constructors annotated         with JSR330 @Named annotation. Uses constructors for objects instantiation.;https://github.com/alexkasko/springjdbc-constructor-mapper;2e93df0eaba5920ba930bdfbd39fe80fa96260c4
alexkasko/springjdbc-typed-queries;springjdbc-typed-queries;Takes file with SQL queries and generates java methods for executing each query with JdbcTemplate.         For queries, that take input parameters, also generates an interface containing typed parameters getters.;https://github.com/alexkasko/springjdbc-typed-queries;0f73cb561389c60f148f3e326ac26f62fc29dc57
alexkasko/unsafe-tools;unsafe-tools;Tools to work with off-heap memory and byte arrays using sun.misc.Unsafe;https://github.com/alexkasko/unsafe-tools;ce528082cf1747764c46768a683493e23e83f836
AlexLandau/ggp-tournament;ggp-tournament;A library for GGP tournament specification and scheduling.;https://github.com/AlexLandau/ggp-tournament;90e946a21f41126a7f620d5656b25b354dc7221a
alexmojaki/boxes;boxes;Add object oriented power to fields, letting you do better than traditional getters and setters.;https://github.com/alexmojaki/boxes;db1499ff5b43acfd7aaff050c76d1404589bd477
alexnederlof/Jasper-report-maven-plugin;Jasper-report-maven-plugin;A Jasper compiler plugin;https://github.com/alexnederlof/Jasper-report-maven-plugin;2b7579c14d7f7377e042b0601dd2a28b4e4b2277
alexscal/snmp2bean;snmp2bean;Framework to Map SNMP responses to Java Bean;https://github.com/alexscal/snmp2bean;5ecc097fde42f81c004cebe9f74c587af6f8ad76
alextunyk/htmlcompressor-maven-plugin;htmlcompressor-maven-plugin;Maven HTMLCompressor Plugin allows to compress html/xml by adding a few lines to the pom file.;https://github.com/TUNYK/htmlcompressor-maven-plugin;9d7306951432c5293ae724c49f80221a8247a634
alexvictoor/mvn-dev-proxy;mvn-dev-proxy;A reverse proxy maven plugin made to ease the life of web developers;https://github.com/alexvictoor/mvn-dev-proxy;d2e478d93179b251a49645538bce3f7a88d69ea0
alexvictoor/netty-livereload;netty-livereload;Livereload protocol implementation based on Netty;https://github.com/alexvictoor/netty-livereload;61597100ad76caf786d1960bf19f178121d96178
alexvictoor/pitest-cucumber-plugin;pitest-cucumber-plugin;Cucumber PIT integration plugin;https://github.com/alexvictoor/pitest-cucumber-plugin;dd1a3c0cd7452526307b4867d4b309dddcf982d8
alexvictoor/web-logback;web-logback;Logback appender relying on HTML5 SSE to push logs on browser consoles;https://github.com/alexvictoor/web-logback;51c01491821d5780c595ff4329ebeabbb5008c6c
alexxiyang/jdbctemplatetool;jdbctemplatetool;Spring JdbcTemplate did very convient and useful, but it also has some disadvantages or in another word “inconvenient”.  For example, you can’t just pass an object and tell JdbcTemplate to turn it into a sql and save to database just like hibernate does. Alright, you may say “JdbcTemplate doesn’t need you to write hbm.xml , so it’s understandable”. But is it true that this thing is impossible to achieve?  And also you know JdbcTemplate can auto turn the result of a query to a list of persistent object a.k.a PO, but when you want to do this you will meet a problem: “How to ?”.Because you can’t find any function of JdbcTemplate to pass a sql and a PO class as we expected. After you google for it, you’ve been told you can create a BeanPropertyRowMapper to deal with this. But isn’t it could be more easier?  Based on those questions I create JdbcTemplateTool which can provide these features.;https://github.com/alexxiyang/jdbctemplatetool;8406e0a7eb13677c4b7147a12f5f95caf9498aeb
alexxiyang/shiro-redis;shiro-redis;shiro only provide the support of ehcache and concurrentHashMap. Here is an implement of redis cache can be used by shiro. Hope it will help you!;https://github.com/alexxiyang/shiro-redis;a9b1a4b44fcd2f2926d0e84fabeb331013825ebb
alfonso-presa/restflow;restflow;Lightweight state machine library that allows to easily implement bean flows;https://github.com/alfonso-presa/restflow;e4936c6183cfd5919b97678de9ef8ccb069a36ec
Alfresco/alfresco-indexer;alfresco-indexer;A custom way to index Alfresco changes.;https://github.com/maoo/alfresco-indexer;ceed7bb8bdd19d6be27ace557f3dd221495e4b48
algermissen/jiron;jiron;jiron is a library for working with encapsulated tokens. Encapsulated tokens can     be used to encrypt and sign arbitrary messages, pass them around in untrusted     environments (e.g. the Web), receive them back and still be sure that noone     has seen or modified the original token.     This is useful for authentication tokens, e.g. in the context of authorization     delegation or cookie-based Web authentication.;https://github.com/algermissen/jiron;63a45be85b6737042ac91171214a314a4f1d48af
algolia/algoliasearch-client-java;algoliasearch-client-java;Java client for Algolia Search API;https://github.com/algolia/algoliasearch-client-java;a05da2f66c099fe6f77295c7b6a8a12c24e95f9b
algorithmiaio/algorithmia-java;algorithmia-java;algorithmia-client;https://github.com/algorithmiaio/algorithmia-java;e304d70af7ca2449752338465b4c9ca11c57795d
alibaba/asyncload;asyncload;阿里巴巴异步并行加载工具(依赖字节码技术);https://github.com/alibaba/asyncload;9891e7086bff81ebdd4991435d21b549e48e874d
alibaba/transmittable-thread-local;transmittable-thread-local;a simple lib for transmitting ThreadLocal value between thread even using thread pool.;https://github.com/alibaba/transmittable-thread-local;b35197ee38b290475550b751c06cbae271f1519b
AlibabaTech/druid;druid;An JDBC datasource implementation.;https://github.com/AlibabaTech/druid;85b86128f98fa83000d878d1ee39bd68b07fd53c
AlibabaTech/fastjson;fastjson;Fastjson is a JSON processor (JSON parser + JSON generator) written in Java;https://github.com/AlibabaTech/fastjson;ed1eb72510e24ff8fdb9d3bfded5d3a5245d4641
alicep-org/collect;collect;Compact collections for Java;https://github.com/alicep-org/collect;12af61cceb6389d9ce9260db2571fb475bb3463b
alinvasile/jsla;jsla;Java SLA Rules;https://github.com/alinvasile/jsla;475baf2e0965522300dc0188b5cf475eebf52cae
aliyun/aliyun-odps-jdbc;aliyun-odps-jdbc;Aliyun ODPS JDBC driver;https://github.com/aliyun/aliyun-odps-jdbc;888db3f35f16432c1927a13d044203ff3ece152c
alkacon/alkacon-diff;alkacon-diff;"alkacon-diff is the JAR-Library for OpenCms. 	 		OpenCms is a Content Management System that is based on Open 		Source Software. Complex Intranet and Internet websites can be 		quickly and cost-effectively created, maintained and managed.";https://github.com/alkacon/alkacon-diff;dc32358c39d4d71865cad6bd24df44d9f39c0c5c
alkacon/alkacon-simapi;alkacon-simapi;Alkacon image scaling library.;https://github.com/alkacon/alkacon-simapi;d8018c813b564751e141dc1a46d37f8bcdb2782c
alkedr/simple-property-loader;simple-property-loader;Small and simple library for loading properties;https://github.com/alkedr/simple-property-loader;e53de9589dcdbda9e91c2bad1ba38e5aa428564f
allengeorge/libraft;libraft;Sample consistent, distributed key-value store that uses libraft-agent and libraft-core;https://github.com/allengeorge/libraft;00d68bb5e68d4020af59df3c8a9a14380108ac89
alltonp/driveby;driveby;driveby;https://github.com/alltonp/driveby;d5907760d24159c72d7b60ab821808a279f76804
alltonp/jetboot;jetboot;jetboot;https://github.com/alltonp/jetboot;1d0dcc5ce7e48ee7bab1a32fe8c509b0620a4f30
allure-framework/allure-maven;allure-maven-plugin;Maven plugin generating Allure report from test results;https://github.com/allure-framework/allure-maven-plugin;817846d7cdf0dab25747333a4d5a637f8f2a42b2
Alluxio/alluxio;tachyon;S3 Under File System implementation;https://github.com/amplab/tachyon;8ea93d25da55b9341b537cfef6a4076601410e81
allwefantasy/ServiceFramework;ServiceFramework;Java MVC framework, agile, fast, rich domain model, made especially for server side of mobile application (一个敏捷，快速，富领域模型的Java MVC 框架，专为 移动应用后端量身定做);https://github.com/allwefantasy/ServiceFramework;7cf46bb591322f1e1f209c2a276e023842dc5bd5
almondtools/compilerutils;compilerutils;Utility classes needed for search and compiler applications;https://github.com/almondtools/compilerutils;b565a83ff2ddf75a94575f8baea47f513440abd3
